9,8,4094,9,8,5,5,6,
1,6,4094,6,8,3,5,0,
0,5,4094,6,6,6,4,0,
0,5,4094,6,5,2,4,0,
3,8,4094,8,5,6,7,5,
0,5,4094,7,7,6,3,0,
0,5,4094,6,6,5,2,0,
1,5,4095,7,6,5,4,0,
0,5,4094,6,5,2,6,1,
10,10,4094,12,9,10,13,10,
22,14,4094,17,14,18,17,21,
25,15,4094,17,15,16,14,26,
25,14,4094,16,14,14,15,23,
18,13,4095,13,11,10,10,17,
10,10,4094,10,12,5,5,10,
8,7,4094,9,6,9,5,6,
4,6,4094,8,6,6,6,4,
1,6,4095,7,9,2,5,1,
2,8,4094,7,8,4,3,4,
12,10,4094,12,10,14,13,10,
10,9,4094,9,6,8,5,6,
2,6,4094,6,7,4,2,2,
0,4,4094,6,6,4,2,0,
0,5,4094,6,5,2,6,0,
2,8,4094,8,5,6,7,3,
1,5,4094,7,7,6,4,0,
0,5,4094,7,6,5,2,1,
0,6,4095,7,6,5,3,1,
0,5,4094,6,5,2,6,0,
10,10,4094,12,9,11,13,10,
23,14,4094,17,14,18,17,21,
25,15,4094,17,15,16,14,26,
25,14,4094,16,14,14,15,23,
18,13,4094,13,11,10,10,17,
10,10,4094,10,12,5,5,10,
8,7,4094,9,6,9,5,6,
4,6,4095,8,6,6,6,5,
1,6,4095,8,5,3,5,1,
2,7,4094,8,6,7,5,2,
13,10,4095,13,11,12,10,14,
9,8,4093,7,10,6,8,5,
0,6,4094,7,6,4,2,2,
0,5,4094,6,5,2,5,0,
0,5,4094,6,6,6,5,0,
2,8,4094,8,5,5,5,3,
1,5,4094,7,7,6,5,0,
0,5,4093,5,4,3,5,0,
0,5,4094,9,5,4,2,2,
1,5,4094,7,8,4,3,1,
9,10,4094,12,10,14,13,10,
23,15,4094,16,14,16,16,21,
25,15,4094,17,15,16,16,24,
24,15,4094,16,14,14,16,22,
19,13,4094,13,11,10,10,18,
11,10,4094,10,11,7,6,11,
7,8,4094,9,6,7,5,5,
2,7,4095,8,6,6,5,3,
3,6,4094,8,6,5,2,4,
1,5,4094,8,6,6,6,2,
13,10,4094,13,11,11,12,10,
9,8,4094,9,8,4,5,6,
1,5,4094,6,8,3,5,0,
0,5,4094,6,6,6,4,0,
0,5,4095,6,5,3,4,0,
3,8,4094,9,5,6,7,5,
0,5,4094,7,7,6,3,0,
0,5,4094,6,6,5,2,0,
1,5,4094,6,6,5,4,0,
0,5,4094,6,5,3,6,1,
10,11,4094,12,9,11,13,10,
23,14,4095,17,15,18,17,21,
25,15,4095,17,15,16,14,26,
25,14,4094,16,14,14,15,23,
18,13,4094,13,11,10,10,17,
9,9,4094,10,11,7,6,11,
8,8,4094,9,6,7,5,5,
2,8,4094,8,6,6,5,3,
3,6,4094,8,6,5,2,4,
1,5,4094,8,6,6,6,2,
13,10,4094,13,11,11,12,10,
8,8,4095,9,8,4,5,6,
2,6,4094,6,8,3,5,0,
0,5,4094,6,6,6,4,0,
0,5,4094,6,5,3,5,0,
3,8,4094,9,5,6,7,5,
0,5,4094,7,7,6,3,0,
0,5,4095,7,6,5,2,1,
1,5,4095,6,6,5,4,0,
0,5,4094,6,5,3,6,1,
11,11,4094,13,9,11,13,10,
23,14,4094,17,14,18,17,21,
24,14,4094,17,15,16,14,26,
25,14,4095,16,14,13,13,22,
18,13,4094,13,11,10,11,18,
11,10,4095,10,11,7,7,11,
7,8,4094,9,6,7,5,5,
2,7,4094,8,6,6,5,3,
3,6,4094,7,9,2,5,2,
2,6,4094,7,8,5,3,4,
11,11,4095,12,10,14,13,10,
9,7,4094,9,6,8,5,6,
2,6,4094,6,7,4,2,2,
0,4,4094,6,6,4,2,0,
0,5,4094,6,6,5,4,0,
3,8,4094,9,5,5,7,5,
0,5,4094,7,8,3,6,0,
0,5,4094,6,6,6,4,0,
1,6,4094,7,6,5,3,1,
0,5,4094,7,6,5,4,0,
11,11,4094,13,9,10,15,13,
22,15,4094,17,14,17,16,20,
26,16,4094,17,15,16,16,24,
24,14,4095,16,14,14,16,22,
19,12,4094,13,11,10,10,18,
10,9,4094,10,11,7,6,11,
7,8,4094,9,6,6,5,5,
2,7,4094,8,6,6,5,3,
2,6,4094,8,6,5,2,4,
1,5,4095,8,6,6,6,2,
14,11,4094,13,12,9,10,12,
6,9,4095,9,8,5,6,6,
2,5,4095,6,8,3,5,0,
0,5,4094,6,6,6,4,0,
0,5,4094,6,5,3,5,0,
3,8,4095,8,5,6,7,5,
0,5,4094,7,7,6,3,0,
1,5,4094,6,6,5,2,0,
0,5,4095,7,6,5,3,0,
0,5,4094,6,5,3,6,0,
11,11,4094,13,10,14,13,10,
23,14,4094,17,14,16,16,22,
26,15,4094,17,15,16,16,24,
23,15,4094,16,14,14,16,22,
18,12,4094,13,11,10,10,18,
11,9,4094,10,11,7,6,11,
6,8,4094,9,6,6,5,5,
2,7,4094,8,6,5,2,5,
1,5,4094,8,6,6,5,1,
2,7,4094,8,6,6,5,2,
14,11,4094,13,11,11,12,11,
8,7,4095,9,7,6,6,8,
0,5,4095,6,8,1,1,0,
0,5,4094,6,7,6,5,0,
0,5,4095,7,5,2,5,0,
3,8,4094,9,5,6,7,5,
0,5,4094,7,7,6,3,0,
0,5,4094,6,6,5,2,0,
0,5,4094,7,6,5,4,0,
0,5,4094,7,5,3,7,2,
13,10,4094,13,10,14,13,11,
23,15,4094,17,14,16,16,22,
25,15,4094,17,15,16,16,25,
23,16,4094,16,14,14,16,22,
18,11,4094,13,11,10,10,18,
11,9,4094,10,11,7,6,11,
7,8,4094,8,6,6,5,5,
2,6,4094,8,6,6,5,3,
2,6,4094,7,9,2,5,2,
2,6,4094,7,8,5,3,5,
12,10,4094,13,10,14,13,10,
9,8,4094,9,6,7,6,7,
1,5,4094,7,7,4,1,0,
0,5,4094,6,6,5,3,1,
0,5,4094,6,5,2,6,0,
4,7,4095,9,5,6,7,3,
1,5,4094,6,7,6,3,0,
0,5,4095,6,6,5,2,0,
0,6,4094,7,6,5,4,0,
0,5,4095,6,5,3,7,2,
13,10,4094,13,10,14,13,11,
23,16,4095,17,15,17,16,22,
25,15,4094,17,15,15,18,26,
24,14,4095,16,14,13,12,22,
17,12,4094,13,11,10,11,17,
9,10,4094,10,11,7,7,11,
7,9,4094,8,6,6,5,5,
2,7,4094,8,6,5,2,5,
1,5,4094,7,9,2,6,2,
3,6,4095,7,7,7,5,0,
12,10,4094,13,9,10,13,11,
8,8,4095,9,6,8,4,6,
1,5,4094,6,7,4,2,2,
0,5,4095,6,6,4,2,0,
0,5,4094,6,6,5,4,0,
3,8,4095,9,5,5,8,3,
1,4,4094,7,8,3,6,1,
0,5,4094,7,6,6,4,0,
0,5,4095,7,6,5,2,2,
1,5,4095,7,6,5,4,0,
11,11,4094,13,10,13,13,13,
22,15,4094,17,15,16,18,24,
26,16,4094,17,15,15,18,25,
23,14,4095,16,13,10,15,22,
18,11,4095,13,11,11,9,14,
11,9,4094,10,11,8,5,10,
6,8,4094,8,5,5,5,6,
3,6,4095,8,6,7,6,5,
0,5,4094,8,5,3,5,0,
1,6,4094,8,6,8,3,4,
13,11,4094,13,11,12,11,13,
7,9,4094,9,7,7,8,3,
2,5,4095,6,7,3,4,0,
0,5,4094,6,6,4,2,1,
0,5,4094,7,6,5,3,1,
4,7,4094,9,5,5,7,4,
0,5,4094,7,7,5,3,0,
0,5,4095,6,5,2,6,0,
0,5,4095,7,6,6,5,0,
0,5,4094,7,6,5,4,1,
13,11,4094,13,10,13,13,13,
23,16,4094,17,15,16,17,22,
26,16,4094,17,15,15,18,26,
24,13,4095,15,17,10,14,23,
17,11,4094,12,10,11,9,14,
10,10,4094,10,11,8,5,10,
6,8,4094,9,5,5,5,6,
2,6,4094,8,6,8,4,3,
1,5,4094,7,8,3,6,3,
1,5,4094,7,7,7,5,1,
12,11,4094,13,9,10,13,11,
8,8,4094,9,6,8,4,6,
1,5,4094,6,7,4,2,2,
0,5,4095,6,6,4,2,0,
0,6,4094,6,6,5,4,0,
3,8,4095,8,5,5,8,3,
1,4,4094,7,7,5,4,0,
0,5,4094,6,6,5,4,0,
0,6,4094,7,6,5,4,0,
0,6,4094,7,6,5,5,1,
13,11,4095,13,10,13,14,16,
23,16,4094,17,15,16,17,21,
25,15,4095,17,15,15,18,26,
26,15,4093,13,14,13,12,21,
16,11,4094,14,13,7,11,17,
10,10,4094,10,10,9,5,9,
6,8,4094,9,5,5,5,6,
4,5,4094,8,5,5,4,3,
2,6,4094,7,9,5,4,2,
2,6,4095,7,7,8,5,3,
13,10,4095,12,9,10,14,13,
6,9,4094,9,6,8,4,4,
0,4,4094,6,7,4,2,2,
1,5,4095,6,6,5,3,0,
0,5,4094,7,6,5,4,0,
4,7,4094,9,5,5,8,3,
1,5,4094,6,7,5,4,0,
0,6,4094,6,6,5,4,0,
0,6,4095,7,5,2,6,1,
0,5,4094,7,6,6,5,0,
13,11,4095,13,10,13,11,16,
23,16,4094,17,15,16,16,21,
25,15,4094,17,15,16,16,24,
23,15,4094,16,14,13,13,22,
18,11,4095,12,11,10,11,17,
9,8,4094,10,11,7,7,10,
7,8,4094,8,5,4,4,5,
2,6,4094,8,6,8,4,2,
2,6,4094,7,9,3,6,3,
2,6,4094,7,8,5,4,2,
13,10,4094,13,10,14,13,11,
6,8,4094,9,5,4,5,5,
0,5,4094,6,8,3,5,0,
0,5,4094,6,6,6,3,1,
0,5,4094,6,5,3,5,0,
4,7,4094,9,5,7,7,5,
0,5,4094,7,7,6,3,0,
0,5,4094,6,6,5,2,0,
0,5,4094,7,6,5,3,0,
0,5,4094,7,6,6,7,2,
14,12,4094,13,10,13,12,12,
22,16,4094,17,15,16,18,24,
25,15,4094,17,15,15,18,25,
23,15,4094,16,14,13,12,21,
17,11,4094,12,11,10,11,17,
10,10,4094,10,11,6,7,10,
8,7,4094,8,5,4,4,4,
2,7,4095,8,6,8,4,2,
2,6,4094,7,8,3,6,3,
2,6,4094,7,7,7,5,1,
12,10,4095,13,9,10,13,11,
8,8,4094,9,6,8,4,5,
0,5,4094,6,7,4,2,2,
0,5,4094,6,6,4,2,0,
0,5,4094,7,6,5,4,0,
3,8,4094,9,5,5,7,5,
0,5,4094,7,7,5,3,0,
0,5,4095,6,6,5,4,0,
0,5,4094,7,6,5,4,0,
0,5,4094,7,6,6,8,2,
15,12,4094,13,10,13,12,14,
24,14,4094,17,15,16,17,23,
26,16,4094,17,15,15,18,26,
23,15,4095,16,13,10,14,23,
17,10,4094,12,11,11,9,13,
9,10,4094,10,11,8,5,10,
7,8,4094,8,5,5,5,6,
3,6,4095,8,5,5,4,3,
2,6,4094,7,9,4,4,2,
2,6,4094,8,5,6,8,2,
13,10,4094,13,11,13,10,13,
5,8,4094,8,6,7,6,5,
0,5,4094,6,7,4,1,0,
0,5,4094,6,6,5,3,0,
0,5,4095,6,6,5,4,0,
4,7,4094,9,5,5,8,3,
1,5,4094,6,7,5,3,1,
0,5,4094,6,6,5,4,0,
0,6,4094,6,6,5,4,0,
0,6,4094,7,6,6,8,2,
15,12,4094,13,10,13,12,14,
24,14,4094,17,15,16,17,23,
26,16,4095,17,15,15,18,26,
23,14,4094,15,17,10,14,22,
16,11,4094,12,10,11,9,13,
9,9,4094,10,10,8,5,10,
7,8,4095,9,5,5,5,6,
3,6,4094,8,6,7,5,2,
2,6,4095,7,9,2,5,2,
2,6,4094,8,5,5,4,4,
12,10,4094,13,11,13,11,13,
6,9,4094,8,6,7,7,5,
0,5,4095,6,7,3,3,0,
0,5,4095,6,6,4,1,0,
0,5,4095,6,6,5,4,0,
4,7,4095,9,5,5,7,5,
0,5,4094,7,7,5,2,0,
0,5,4094,6,6,5,4,0,
0,5,4094,6,5,2,6,1,
0,5,4094,8,4,5,5,1,
14,13,4094,14,15,14,15,15,
25,14,4094,16,13,14,18,22,
26,16,4094,17,15,17,14,25,
22,15,4094,16,13,11,15,22,
17,10,4094,12,11,11,9,13,
9,9,4095,10,11,8,5,10,
7,8,4094,9,5,5,5,6,
3,6,4094,8,6,7,5,2,
1,5,4094,7,8,3,5,1,
1,6,4094,8,5,6,6,6,
14,11,4094,13,11,13,9,10,
6,8,4094,8,6,7,6,6,
0,5,4094,6,7,3,3,1,
0,5,4094,6,6,4,1,0,
0,6,4094,6,6,5,4,0,
4,7,4093,7,8,5,7,5,
0,5,4094,8,2,6,5,0,
0,5,4094,7,7,5,3,1,
0,5,4094,7,6,5,4,0,
0,6,4095,8,4,4,6,4,
14,12,4094,14,15,14,15,14,
25,14,4094,16,13,13,16,21,
25,16,4095,17,15,17,16,25,
23,15,4094,15,16,11,16,21,
16,11,4095,12,9,8,8,16,
10,10,4094,10,11,10,8,10,
7,8,4094,8,5,5,3,8,
2,6,4095,8,6,8,3,3,
2,6,4094,7,8,3,5,0,
1,5,4094,8,5,6,7,5,
13,11,4094,13,11,13,9,10,
7,8,4094,8,6,6,6,6,
0,5,4094,6,7,4,1,0,
0,5,4094,6,6,4,2,0,
0,6,4094,6,6,5,4,0,
4,7,4094,9,5,5,8,3,
1,5,4094,6,7,5,3,1,
0,5,4094,6,6,5,4,0,
0,6,4094,7,6,5,4,0,
0,6,4094,8,4,4,6,5,
14,13,4094,14,15,14,15,14,
25,14,4094,17,13,14,18,23,
26,16,4094,17,15,17,14,25,
22,15,4094,15,16,11,14,21,
15,11,4094,12,9,9,8,13,
10,9,4094,10,11,10,8,9,
6,8,4094,8,5,5,4,6,
4,5,4094,8,6,8,3,5,
1,6,4094,7,8,3,6,2,
3,7,4094,8,5,6,7,4,
13,10,4094,13,11,13,9,9,
5,8,4094,9,6,7,7,5,
0,5,4094,6,7,4,1,0,
0,5,4094,6,6,4,2,0,
0,5,4094,6,6,5,4,0,
4,8,4094,9,5,5,8,3,
1,5,4094,6,7,5,3,1,
0,5,4094,6,6,5,4,0,
0,6,4094,7,6,5,4,0,
1,6,4094,8,4,5,7,5,
14,13,4094,14,15,14,15,14,
25,14,4094,17,13,13,16,21,
25,16,4094,17,15,17,16,24,
23,15,4094,15,16,11,16,21,
16,11,4094,11,11,11,9,15,
11,10,4094,10,9,5,5,10,
6,8,4094,9,5,6,6,7,
3,6,4094,8,5,5,2,4,
0,5,4094,8,6,8,3,2,
3,7,4094,8,6,8,6,4,
12,10,4094,12,11,11,13,9,
5,8,4094,8,6,5,4,4,
0,5,4094,6,8,1,3,2,
1,5,4094,6,6,5,2,0,
0,5,4094,6,6,5,4,0,
4,7,4094,9,5,5,8,3,
1,5,4094,6,7,5,3,1,
0,5,4095,6,5,2,6,0,
0,5,4094,7,6,6,4,0,
1,6,4094,8,4,5,5,3,
16,11,4094,14,15,14,15,16,
23,16,4094,17,13,14,18,24,
25,15,4094,17,15,17,14,25,
23,15,4095,15,16,11,14,21,
16,11,4094,12,9,9,7,15,
11,10,4094,10,11,10,7,10,
6,8,4094,8,5,5,4,4,
2,6,4094,8,6,8,4,2,
2,5,4094,7,8,3,6,3,
3,6,4094,8,5,6,7,5,
13,10,4095,13,11,13,9,9,
5,7,4094,8,6,7,6,6,
1,5,4094,6,7,3,3,0,
0,5,4095,6,5,1,1,0,
0,5,4094,7,6,7,6,2,
5,7,4094,9,5,5,5,2,
0,5,4094,6,7,5,2,1,
0,5,4094,6,6,5,3,0,
0,5,4094,6,5,2,6,0,
1,6,4094,8,5,6,7,3,
16,11,4094,14,15,14,14,14,
25,15,4095,17,13,14,18,23,
26,17,4095,17,15,17,14,25,
21,14,4094,15,16,11,14,22,
17,11,4094,12,9,9,7,15,
10,10,4094,10,11,10,8,8,
4,7,4094,8,5,5,4,5,
2,8,4094,8,6,7,5,2,
3,6,4095,8,6,6,5,2,
3,6,4094,9,7,7,6,6,
13,10,4095,12,11,10,10,11,
5,7,4094,8,6,6,5,2,
0,5,4095,6,7,4,1,0,
0,5,4095,6,5,2,5,0,
0,6,4094,7,7,7,5,0,
4,7,4095,8,5,5,5,3,
1,5,4094,6,7,5,2,1,
0,5,4094,6,6,5,3,1,
0,5,4094,7,5,2,6,0,
1,6,4095,8,4,6,7,3,
16,11,4094,14,15,14,14,15,
25,15,4095,16,13,14,18,23,
26,16,4095,17,15,17,14,25,
21,14,4094,16,13,11,14,21,
15,12,4094,12,10,11,9,13,
9,9,4094,10,11,8,5,10,
7,8,4094,8,5,4,5,5,
2,7,4095,8,6,8,4,3,
2,6,4095,7,8,3,6,3,
3,6,4094,8,6,9,5,4,
12,10,4094,12,10,11,13,10,
6,8,4094,8,6,5,4,4,
0,5,4094,6,8,1,3,2,
0,5,4094,6,6,5,2,0,
0,5,4094,6,6,6,6,0,
4,7,4095,9,5,4,5,1,
0,5,4094,6,7,5,3,1,
0,5,4095,6,6,5,4,0,
0,5,4094,6,6,5,4,0,
1,6,4094,8,5,5,7,5,
15,13,4094,14,15,14,15,15,
25,14,4094,17,13,14,18,23,
26,16,4094,17,15,17,14,25,
21,13,4094,15,16,10,14,21,
15,12,4094,11,11,10,9,13,
10,9,4094,10,9,5,5,10,
6,7,4094,9,5,6,6,6,
3,6,4094,8,5,5,2,3,
2,6,4094,8,6,8,3,2,
3,6,4095,9,7,8,6,5,
12,10,4094,13,11,11,12,8,
5,7,4095,8,6,5,4,4,
0,5,4094,6,8,1,3,2,
0,5,4094,6,6,5,2,0,
0,5,4094,6,6,6,6,1,
4,7,4094,9,5,5,5,1,
0,5,4094,6,7,5,3,1,
0,5,4095,6,6,5,4,0,
0,5,4094,6,5,2,6,1,
2,7,4094,8,5,6,8,2,
16,10,4094,14,15,14,14,16,
23,16,4094,16,13,14,18,24,
25,15,4094,17,15,17,14,25,
23,15,4094,15,16,10,14,21,
15,11,4093,10,12,8,7,15,
11,9,4095,11,10,10,7,10,
6,7,4094,9,4,5,4,4,
2,6,4094,8,6,8,4,2,
3,5,4094,8,5,4,5,2,
4,5,4095,9,8,7,9,5,
12,10,4094,12,11,13,9,11,
6,8,4094,8,6,6,6,6,
0,4,4094,6,7,4,1,0,
0,5,4094,5,3,5,2,0,
0,6,4094,8,5,3,7,1,
4,8,4094,9,8,5,5,1,
0,5,4095,6,8,4,4,0,
0,5,4094,6,6,6,5,0,
0,5,4095,6,5,2,5,0,
2,7,4094,8,5,6,7,5,
15,12,4094,14,15,14,13,13,
24,14,4094,16,13,14,18,25,
26,16,4095,17,15,17,13,23,
23,14,4094,14,16,10,14,22,
15,11,4095,11,11,10,8,13,
8,9,4095,10,9,5,5,10,
7,8,4094,9,5,6,6,6,
3,6,4094,8,5,5,2,4,
1,5,4094,8,6,8,3,2,
5,7,4094,9,8,6,9,3,
13,10,4094,12,11,12,9,10,
5,7,4094,8,6,6,6,5,
0,5,4094,6,7,3,3,0,
0,5,4094,6,6,4,1,0,
0,6,4094,7,7,6,6,2,
5,7,4094,9,5,4,5,1,
0,5,4094,6,7,5,3,1,
0,5,4094,6,6,5,4,0,
0,5,4094,6,5,2,6,1,
2,7,4094,8,5,6,8,2,
16,11,4095,14,15,15,15,17,
23,16,4094,16,13,14,18,23,
26,16,4094,17,15,17,13,23,
22,14,4094,15,16,10,14,22,
15,11,4094,11,11,10,8,13,
8,9,4094,10,9,6,7,11,
6,8,4095,8,5,6,5,4,
2,7,4095,8,5,5,2,5,
1,5,4094,8,6,8,3,2,
5,6,4094,9,7,9,6,6,
13,10,4094,12,10,10,12,8,
4,8,4095,8,6,5,4,4,
0,5,4094,6,8,1,3,2,
0,5,4094,6,6,5,2,0,
0,5,4094,7,6,6,6,1,
4,7,4094,8,5,4,5,0,
0,5,4094,7,7,6,5,0,
0,5,4094,6,6,5,3,2,
1,5,4094,6,5,2,5,0,
1,7,4094,9,5,6,8,4,
15,13,4094,14,15,14,14,17,
24,15,4094,17,13,14,17,22,
27,16,4094,17,15,17,14,26,
22,14,4094,15,16,10,14,21,
14,11,4094,11,11,10,9,13,
9,8,4094,10,9,6,7,11,
7,8,4094,8,5,5,2,6,
3,6,4094,8,6,8,3,3,
2,5,4094,8,5,4,4,0,
2,7,4095,9,8,8,8,5,
13,10,4094,12,11,13,10,12,
5,7,4095,8,5,4,5,2,
1,5,4094,6,8,3,5,0,
0,5,4094,5,3,6,3,0,
0,5,4094,7,8,3,5,0,
4,7,4094,8,5,6,6,3,
0,5,4094,6,7,6,3,0,
0,5,4094,6,6,5,2,0,
0,5,4094,6,5,3,5,0,
2,8,4094,9,5,6,8,4,
15,12,4094,14,15,14,14,17,
24,14,4094,17,13,14,18,24,
26,17,4095,17,15,17,13,23,
23,14,4094,14,16,10,14,22,
15,10,4094,11,11,10,8,13,
9,8,4095,10,9,5,5,10,
6,8,4094,8,5,6,6,7,
3,7,4094,8,5,5,2,4,
1,5,4094,8,6,8,3,2,
5,7,4094,9,8,6,10,6,
13,10,4094,11,13,9,9,9,
4,8,4094,7,7,8,4,4,
0,5,4094,6,5,2,5,0,
0,5,4094,6,5,3,4,0,
1,6,4094,7,6,8,2,3,
5,7,4094,8,4,5,5,1,
0,5,4094,7,7,6,5,0,
0,5,4094,6,6,5,2,2,
1,5,4094,6,5,2,5,0,
2,8,4094,9,5,6,8,4,
15,12,4094,14,15,15,14,17,
24,15,4094,17,13,14,18,24,
26,16,4094,17,15,17,13,23,
23,14,4094,15,16,11,14,22,
15,11,4094,11,11,10,8,13,
8,8,4094,10,9,6,7,11,
7,8,4094,9,5,6,5,4,
2,7,4094,8,6,8,2,5,
2,6,4094,8,5,4,4,1,
5,7,4094,10,11,10,9,5,
13,10,4094,11,11,10,11,12,
5,7,4094,8,4,3,5,2,
1,5,4095,7,7,5,1,0,
0,5,4094,6,5,2,5,0,
1,5,4094,7,6,7,5,1,
4,7,4094,9,4,5,4,2,
0,5,4094,6,7,6,5,0,
0,5,4094,6,6,5,2,2,
1,5,4095,6,5,2,5,0,
2,8,4094,9,5,7,8,4,
15,12,4095,14,15,15,14,17,
24,14,4094,17,14,17,15,24,
26,16,4094,17,14,15,17,22,
23,14,4094,14,15,12,11,22,
15,11,4095,11,11,9,8,13,
9,8,4094,10,9,5,7,11,
7,8,4094,8,5,5,5,4,
2,7,4094,8,6,8,4,2,
3,6,4095,8,5,4,5,2,
5,6,4094,10,11,10,10,8,
11,11,4094,11,11,10,10,10,
5,6,4094,8,4,3,5,2,
0,5,4095,7,7,5,1,0,
0,5,4095,6,5,2,5,0,
0,6,4094,7,6,7,5,1,
4,7,4095,8,4,4,4,1,
0,5,4094,6,7,6,5,0,
0,5,4094,6,6,5,2,2,
1,5,4093,5,3,5,3,1,
2,8,4094,10,10,7,9,3,
16,11,4094,14,13,10,15,17,
23,16,4094,17,14,17,16,22,
26,16,4094,17,14,16,15,26,
22,14,4095,15,16,10,14,21,
13,10,4094,12,9,8,7,15,
10,10,4094,10,11,10,8,8,
5,7,4094,8,5,5,4,5,
3,8,4094,8,6,8,4,3,
3,6,4094,8,5,4,5,2,
5,7,4094,10,11,10,10,8,
11,11,4094,11,11,10,10,10,
5,6,4094,7,6,5,2,4,
0,5,4094,6,5,2,4,0,
0,5,4094,6,5,3,4,0,
1,6,4094,8,4,6,5,1,
4,7,4095,8,6,8,3,3,
0,5,4094,6,8,3,5,0,
0,5,4094,6,6,6,4,0,
0,5,4094,6,5,3,5,0,
3,8,4094,9,5,7,8,5,
16,11,4094,14,15,15,14,18,
26,16,4094,17,13,14,17,22,
26,16,4094,17,15,17,13,24,
21,13,4094,14,16,10,14,22,
16,11,4094,11,11,10,8,13,
9,9,4094,10,9,6,7,11,
7,8,4094,9,5,6,5,4,
2,7,4094,8,5,5,2,5,
2,6,4094,7,9,5,4,1,
5,7,4094,9,7,11,9,6,
13,10,4095,11,11,10,10,11,
5,7,4094,7,6,5,2,4,
0,5,4095,6,5,2,4,0,
0,5,4094,6,5,3,4,0,
0,6,4094,7,6,8,3,3,
5,6,4094,8,4,5,5,0,
0,5,4094,7,8,4,4,0,
0,5,4094,6,6,7,6,2,
1,5,4094,6,5,2,5,0,
2,8,4095,9,5,7,8,4,
15,12,4094,14,15,15,14,18,
26,15,4095,16,13,14,18,24,
25,14,4095,17,15,17,13,23,
23,14,4094,15,16,10,14,22,
15,11,4094,11,11,10,8,12,
8,8,4094,10,9,6,7,11,
6,8,4094,9,5,6,5,4,
